ID,Name,Owner,Mailing_Address,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat
4742,REMIX RESTO LOUNGE,Lorenzo Ratke,1305 DUNDAS ST W,3947291543,9437317835,gmynv@zp.vsr,6TXbvemea5STc @ dou .com,Under 1 year,N,Own,65,18,2,144,14,64,N,Y,N,Y,Italian,Y,Average,351190,90867,81963,15561,3536,3631,N,0,-79.42586,43.64928
4743,REMO'S PLACE,Sommer Gerlach,10 TABER RD,1477839263,1657431796,jesvwzcu@mdlfqjavp.ynz,lbY3vTLc5jT1h @ xhp .com,11-20 years,N,Lease,42,12,5,118,61,71,Y,Y,Y,N,Greek,N,Low-end,136250,27602,30818,2754,252,622,N,0,-79.57255,43.71925
4744,RENAISSANCE GARDEN CAFE,Jeffery Gerlach,2075 KENNEDY RD,4135215278,9456914692,sptygnzl@dlx.upv,VsWxIUAsrW7om @ pam .com,Over 20 years,N,Lease,65,12,20,147,13,75,Y,Y,Y,N,Mexican,N,Low-end,193540,19138,165424,4922,2266,4207,Y,3,-79.28517,43.77812
4745,RENDEZVOUS BAR & CAFE,Debrah Rowe,1408 DANFORTH AVE,5396235468,9412836934,bp@ekpa.jis,ngSiUsRZE1IW4 @ pmi .com,1-5 years,N,Lease,34,17,2,79,53,62,Y,N,N,N,Others,N,Low-end,203214,37595,176688,8781,5236,7635,Y,5,-79.32762,43.68272
4746,RENFORTH FISH & CHIPS,Oren Bradtke,460 RENFORTH DR,8752417263,5838125249,ot@yhtlrmoj.vga,l5TnkHzxVRFGL @ klq .com,6-10 years,Y,Lease,35,11,19,133,10,60,N,Y,Y,N,Japanese,Y,Average,320808,84070,88915,7485,239,2074,N,0,-79.58013,43.65046
4747,REPOSADO,Marian Leffler,136 OSSINGTON AVE,3174822436,3158364135,myvegxitrd@diyblqu.kbn,2QSyTpJP4Y7jp @ okm .com,Under 1 year,Y,Lease,33,10,9,79,20,44,Y,Y,Y,Y,Korean,N,High-end,751294,277576,269872,21511,9992,7727,N,0,-79.41995,43.64724
4748,REPUBLIKA RESTOBAR AND GRILL,Lorraine Pacocha,288A WILSON AVE,5461654127,1565385736,qpmvowns@iuc.gjd,v8iSEBC2AcDs0 @ hij .com,1-5 years,Y,Lease,15,3,7,100,64,42,Y,Y,Y,N,Thai,Y,Low-end,170456,6739,7048,6855,4154,283,N,0,-79.43509,43.73753
4749,RESIDENCE INN  DOWNTOWN TORONTO,Kacey Little,255 WELLINGTON ST W,6497944651,1845416387,z@kyz.lcz,zhbuaeoMQpaRY @ sot .com,1-5 years,N,Lease,21,18,17,106,55,81,Y,Y,Y,N,Japanese,N,Low-end,180711,48090,54755,7231,2673,2191,N,0,-79.39059,43.64489
4750,RESIDENCE INN BY MARRIOTT - HEARTH ROOM,Rex Carroll,17 READING CRT,7218919213,1437682784,q@x.vyo,DVeoUkDWToW46 @ csc .com,1-5 years,N,Lease,52,3,5,79,59,49,Y,Y,N,N,Italian,Y,Low-end,243248,40992,85269,7875,3039,2760,Y,1,-79.58809,43.69019
4751,RESTAURANT 20 VICTORIA,Gene Stokes,20 VICTORIA ST,9236733812,4618724831,rbvesjy@ntxsuypvgh.vcd,lyjVelFmgimLa @ xgu .com,Under 1 year,N,Lease,28,16,52,113,22,94,Y,Y,Y,N,Korean,N,Low-end,207387,92146,194417,5289,200,4958,Y,3,-79.37707,43.6501
4752,RESTAURANT 59,Quentin Parisian,4186 FINCH AVE E,8171837398,9515872934,ayx@nkqdhvbw.vkg,tMiI6U6uJu1ET @ mdw .com,11-20 years,N,Lease,63,14,15,166,17,88,Y,N,Y,N,Greek,N,Average,484164,184848,249641,16180,760,8342,Y,3,-79.28695,43.8037
4753,RESTAURANT BEIJING,Tamela Mueller,4925 DUNDAS ST W,7232981598,1575186472,nimgrah@s.fsy,0fMH0TOExo6BI @ fuh .com,6-10 years,N,Lease,48,3,11,82,59,86,Y,Y,N,Y,Others,N,High-end,716101,205102,388795,30122,10133,16354,Y,5,-79.52873,43.64838
4754,RETRO BURGER,Jaqueline Mueller,1684 DANFORTH AVE,2163694968,1246916814,pyakgzj@s.sjc,G91RkMjmTOcuc @ ozv .com,1-5 years,N,Lease,36,1,6,95,4,70,N,N,Y,N,Greek,N,Average,277816,13010,14883,9322,2696,499,N,0,-79.32135,43.68409
4755,REUNION ISLAND COFFEE BAR,Stefan Becker,385 RONCESVALLES AVE,7126739824,8646854827,trhpovmd@slqofdjzwr.zxe,7uCRnTWYlull3 @ hrc .com,Over 20 years,Y,Own,28,5,9,84,62,62,Y,Y,Y,N,Italian,N,Low-end,180829,17581,18415,6037,3157,614,N,0,-79.45055,43.65054
4756,REVERIE AT WELDON PARK,Ronnie Purdy,569 COLLEGE ST,6744912864,5148967531,pcmstjhrde@fmpeqxlo.rtc,NA,1-5 years,N,Lease,62,9,28,76,1,64,N,Y,Y,N,Chinese,Y,Average,264672,2488,220252,7406,2488,6163,Y,1,-79.41282,43.65543
4757,REVITASIZE,Sarai Schultz,70 YORKVILLE AVE,1289162641,5973583615,ecyaoinghm@kzdls.inj,NA,1-5 years,N,Lease,7,18,30,120,41,89,Y,N,Y,N,Chinese,N,Average,224428,78672,156969,6282,902,4394,Y,3,-79.39076,43.67141
4758,REVITASIZE,Ferdinand Feil,2631 YONGE ST,9328591469,7694954826,rwbuyzedtn@pcj.zwd,rKZnpkiJwfcVr @ lsc .com,11-20 years,N,"Lease, want to purchase",29,2,2,132,69,90,Y,N,N,N,Indian,N,High-end,488104,141011,134337,21446,8544,5902,N,0,-79.3998,43.71529
4759,REVIVAL RESTAURANT,Dean Haag,783 COLLEGE ST,2437624579,4715148731,njgtpfoiz@giqjnvuo.hxs,QHXSZpTnppV6p @ lib .com,1-5 years,N,Own,12,14,9,100,67,52,Y,N,N,N,Vietnamese,Y,Average,409444,209557,111035,18090,1366,4905,Y,4,-79.42001,43.65482
4760,REX HOTEL,Theodora Nitzsche,"194 QUEEN ST W, Unit-3",8931321428,7388541826,atfs@jawpfbqgs.pgb,OebAgYevtuO51 @ yjp .com,11-20 years,N,Own,58,7,16,157,18,50,Y,N,N,N,Vietnamese,Y,Low-end,259330,55103,61172,7104,1677,1675,N,0,-79.38842,43.65044
4761,REX'S BAR & KITCHEN,Lemuel Weimann,635 BAY ST,5475677641,2685499234,iaqcyo@fyjswizdru.wyd,DM8IFVbAO4biT @ exa .com,Over 20 years,Y,Own,67,15,69,92,31,96,N,Y,N,N,Mediterranean,N,High-end,783533,23653,560997,30530,1391,21859,Y,1,-79.38389,43.65683
4762,REX'S DEN,Genoveva Greenfelder,"1265 MILITARY TRL, Unit SL-108",5846597698,2944397635,wsdelpg@x.rez,gY55QrJRQAxEf @ fbj .com,6-10 years,N,Lease,61,10,1,146,52,93,Y,Y,Y,N,Japanese,Y,High-end,522125,88648,82641,17619,4447,2788,N,0,-79.18629,43.7839
4763,REYNA ON KING,Owen Goldner,354 KING ST E,2544388452,9542345879,nouehj@tewulyp.lbw,zrF3P8vcHQvu5 @ abk .com,11-20 years,N,Own,29,8,21,165,27,95,Y,N,Y,N,Chinese,Y,Average,219143,13743,361308,7107,1914,11719,Y,1,-79.3623,43.65342
4764,RHUM CORNER,Malorie Okuneva,926 DUNDAS ST W,7581525637,5868642984,ljwsurxtgf@kuhaecqgy.wbp,rNAOFGzIncfeW @ eyn .com,Over 20 years,Y,Own,35,15,49,133,44,94,Y,N,Y,N,Mediterranean,N,High-end,592895,123168,461144,26274,6785,20435,Y,2,-79.41318,43.65094
4765,RICARDA'S,Meghan Rosenbaum,134 PETER ST,8245293869,1925379764,z@wzquhd.uzd,r1tnz0iGhddDa @ wgs .com,Under 1 year,N,Own,9,9,3,79,23,86,Y,Y,N,N,Chinese,Y,Low-end,243625,62889,131031,8638,641,4646,Y,5,-79.39357,43.64863
4766,RICE AND NOODLE,Bridgett Cartwright,1508 QUEEN ST W,2646826831,1299583689,cbdysqirtz@f.stk,PFPGZgVvS5NiZ @ mgr .com,6-10 years,Y,Lease,7,4,17,116,41,47,Y,Y,Y,Y,Mexican,N,Average,281070,83165,88434,9262,4156,2914,N,0,-79.4383,43.64026
4767,RICHMOND STATION,Williams Watsica,1 RICHMOND ST W,4737512814,3957641258,ph@ukcawvgo.msj,mKONwakV50lIc @ qzz .com,11-20 years,N,Own,18,9,15,160,68,72,Y,N,N,N,Japanese,Y,Average,185314,62207,69493,4094,240,1535,N,0,-79.3793,43.65143
4768,RICKSHAW BAR,Ivory Hilll,685 QUEEN ST W,2164151865,5298762753,rcsyvujqi@nedrwjyb.acg,NA,11-20 years,N,Own,53,7,48,132,29,81,N,Y,Y,N,Thai,N,Low-end,152124,27733,123744,5860,2536,4767,Y,5,-79.40495,43.64687
4769,RIDDLE ROOM,Jere Reilly,"579 YONGE ST, Flr-2",2481256972,6821325437,myhfbvrdjw@tjnmpc.yab,trQDJfueNZWCF @ gwk .com,1-5 years,N,Lease,30,16,7,100,60,83,Y,N,Y,N,Chinese,N,Low-end,200628,41004,35036,5450,51,951,N,0,-79.38456,43.66579
4770,RIKI SUSHI,Shon Stracke,833 BLOOR ST W,2453842549,4917596457,hsel@ukirl.rps,Y9274M3JvOF9G @ bzb .com,6-10 years,N,Own,12,12,5,153,56,85,Y,Y,Y,N,Chinese,N,Low-end,157453,43987,48228,5902,2229,1807,N,0,-79.42297,43.66243
4771,RIKKOCHEZ,Gabriella Mohr,341 DANFORTH AVE,6923652781,5634963874,lusheoyn@eunmwgyi.psc,SXOt1Si8rw8Xb @ pvg .com,1-5 years,N,Own,32,15,11,150,53,81,Y,N,Y,N,Japanese,N,Average,187700,47072,43810,6211,2067,1449,N,0,-79.35321,43.67712
4772,RINCON DE LA BOCA,Jeffry Wolf,1710 EGLINTON AVE W,5487127398,7859455718,kcinsje@fun.wcg,N7c1MfnRxI6hN @ edx .com,11-20 years,N,Own,17,16,8,142,68,74,N,N,Y,N,Indian,N,Average,500987,20428,22698,14922,3508,676,N,0,-79.44661,43.69675
4773,RINCON PAISA,Marcelo Rodriguez,1885 EGLINTON AVE W,4831759742,3186941946,az@lxqzbdui.mfr,YkhMQHCM0BfwV @ xke .com,1-5 years,N,Lease,32,7,9,154,64,65,N,N,Y,Y,Italian,Y,High-end,749595,368286,326730,26331,5237,11477,N,0,-79.45161,43.69522
4774,RIPLEY'S CAFE,Lindsay Schmitt,288 BREMNER BLVD,2453543684,1785423892,ld@egrfqkai.oqz,BjGb9SF4aUAGE @ mdc .com,11-20 years,N,Lease,11,6,15,83,2,84,Y,N,N,N,Others,Y,Average,371883,94548,105632,12711,3127,3610,N,0,-79.38603,43.64238
4775,RIPTIDE BEACH PUB INC.,Mercy Morissette,1980 QUEEN ST E,7682586814,3981835132,vozmxilakr@w.ayr,04lkq1NQDM6An @ wec .com,1-5 years,N,Lease,58,4,69,137,67,77,Y,Y,N,N,Mediterranean,N,Low-end,262375,59073,181785,9344,2506,6474,Y,4,-79.30086,43.6701
4776,RISE ESPRESSO,Hazel Ryan,388 CARLAW AVE,2414396345,6583961953,trdo@mnsuexi.xgt,mvxmRtsgDf2Zh @ ckk .com,Under 1 year,N,Lease,34,6,8,86,7,51,Y,Y,Y,N,Japanese,N,Low-end,233472,62644,70363,6405,3096,1930,N,0,-79.34228,43.66574
4777,RISTORANTE MARZITELLI,Anh Balistreri,555 CHURCH ST,1853455697,1727429756,pfzcjlwm@b.ayo,kbzCvaSv4ZrGV @ xdu .com,1-5 years,N,Lease,42,3,7,117,59,56,Y,N,N,N,Thai,Y,Average,362321,101520,112696,15769,4282,4904,N,0,-79.38126,43.66703
4778,RISTORANTE MONTE CASSINO,Emmanuel Kling,3710 CHESSWOOD DR,8164924962,2916733918,k@txqnki.bhu,e93HJcjIXAd9l @ swb .com,6-10 years,Y,Lease,23,17,7,155,33,73,Y,Y,N,N,Thai,N,Average,204643,101583,95459,6997,472,3264,N,0,-79.4753,43.75602
4779,RITZ CARIBBEAN FOOD,Holli Sauer,450 YONGE ST,7137196397,2181723698,sydpnriq@fpa.ajv,TxrPHUGIknbnb @ qur .com,1-5 years,Y,Own,9,11,2,100,65,61,Y,Y,Y,N,Mexican,N,Low-end,145175,39467,38570,4995,2443,1327,N,0,-79.38356,43.66151
4780,RITZ CARIBBEAN FOODS,Mindi Schuppe,4351 KINGSTON RD,6293751984,7134511379,q@vlo.wom,NA,11-20 years,Y,Lease,22,3,46,147,39,44,Y,Y,Y,N,Greek,Y,Average,327211,99946,161381,9402,1341,4637,Y,5,-79.19163,43.76474
4781,RITZ CARIBBEAN FOODS,Mario Hane,32 EGLINTON AVE W,7924593461,5483465624,eodcyqt@dlaw.peb,uhJU0QreE5Zjf @ twb .com,6-10 years,N,Own,19,14,17,142,56,89,Y,Y,N,N,Mexican,N,High-end,501715,134174,120079,16295,3267,3900,N,0,-79.39984,43.7066
4782,RITZ CARIBBEAN FOODS,Cyril Kshlerin,762 YONGE ST,4172716251,1364685721,wlzgcrm@tmoueg.bmt,yhhuyMpEU9jX9 @ eki .com,1-5 years,Y,Own,26,17,13,131,24,82,Y,N,Y,N,Chinese,N,Average,422264,25883,195428,13729,2006,6354,Y,5,-79.38678,43.66948
4783,RITZ CARIBBEAN FOODS,Kris Fadel,"211 YONGE ST, Unit-101",9429383271,8235764513,npiukcxo@apeuvcwoqh.iet,IvTAUqTLiQ0pn @ kky .com,1-5 years,N,Lease,19,4,59,151,14,84,Y,Y,N,N,Italian,N,Average,290018,25352,140071,7448,632,3597,Y,1,-79.3795,43.65379
4784,RITZ RESTAURANT,Duane Beier,310 DONLANDS AVE,8344269237,1752596218,xjnyvgzk@phwx.pwm,dOxlPDcyKmdpJ @ oqh .com,1-5 years,N,Own,10,12,4,109,64,58,N,Y,Y,N,Mediterranean,N,Average,324650,20392,22387,9178,2236,632,N,0,-79.34223,43.69188
4785,RIVALS SPORT PUB,Ozella Kertzmann,560 DANFORTH AVE,4563859345,2918163758,mvtixl@qdlcpj.zmo,5Q1mEzfoMEGyX @ pze .com,1-5 years,N,Lease,69,6,14,116,19,91,Y,Y,N,N,Indian,N,Low-end,151317,16739,14384,5462,1203,519,N,0,-79.34728,43.67868
4786,RIVER SOCIAL,Judie Boehm,119 RIVER ST,2976978932,3155928675,z@qofvzrj.iax,PjguBJm9UrEOG @ ash .com,11-20 years,Y,Lease,59,4,63,165,26,43,Y,Y,N,Y,Italian,Y,Average,395828,24823,355086,11374,4721,10203,Y,3,-79.35779,43.6609
4787,RIVERSIDE BURGERS,Karlyn Abbott,686 QUEEN ST E,9244579326,5827498456,fvl@emzaw.tkn,kwrLx9CDFgFz7 @ zhr .com,6-10 years,N,Own,42,16,4,71,19,48,N,N,Y,N,Chinese,N,Low-end,156027,59254,59085,3518,688,1332,N,0,-79.35081,43.65884
4788,RIVERTOWNE DELI,Douglass Walker,510 QUEEN ST E,4975196732,9255964652,v@uxevs.esk,OUp4lkRF9UVXy @ stm .com,Under 1 year,N,Lease,28,12,16,72,43,92,N,Y,Y,N,Mediterranean,N,High-end,529542,114538,104487,21642,7912,4270,N,0,-79.35852,43.65693
4789,RIVOLI,Norris Volkman,334 QUEEN ST W,6811479726,5434537983,zklbmhxp@crxifysn.jzb,jgyRTtBJlZp9q @ iyv .com,1-5 years,Y,Own,37,17,2,159,16,91,Y,Y,N,N,Japanese,Y,Average,407743,81869,90178,13737,2568,3038,N,0,-79.395,43.64929
4790,RIZ NORTH ASIAN CUISINE,Kristal Tremblay,3321 YONGE ST,9739329387,7238522187,powdc@zf.egt,0uPIKL0DBRsfa @ xqc .com,1-5 years,N,Own,62,3,2,139,14,46,Y,N,N,Y,Indian,N,Average,388161,110340,103444,12946,5223,3450,N,0,-79.40345,43.73083
4791,RIZ RESTAURANT,Dudley Tromp,760 ST CLAIR AVE W,9189748729,7524121578,pkzamgrv@qfjshbkr.gop,WWeYGrv0fE289 @ ohr .com,6-10 years,Y,Lease,47,10,3,85,60,69,Y,N,N,N,Chinese,N,Low-end,155102,41361,120245,6580,1539,5101,Y,3,-79.42848,43.68137
4792,ROADSIDE PICNIC,Lurlene Kuhlman,438 DUNDAS ST W,7132595798,8172912587,mngbyxh@pixtf.peb,68OURuPAdNQ5o @ kkd .com,1-5 years,N,Lease,59,16,29,128,30,56,Y,N,N,Y,Chinese,N,Average,290419,24846,171762,8552,1464,5058,Y,5,-79.39571,43.65351
4793,ROBERTO'S RISTORANTE ITALIANO,Jacquiline Volkman,2622 YONGE ST,8241841387,3913619842,jf@vlguqhpt.kvh,ynRisAPTEj295 @ por .com,6-10 years,Y,Lease,43,8,16,90,58,46,Y,N,Y,N,Greek,Y,Low-end,134114,56489,119556,4406,458,3928,Y,4,-79.4004,43.71517
4794,ROBES BAR AND LOUNGE,Elsie Carter,3022 BATHURST ST,2464865936,8915694517,y@pqljvkgxa.cvr,THk3qXQP6ShUR @ tfh .com,1-5 years,N,Lease,51,7,19,156,8,75,Y,Y,N,N,Japanese,N,Low-end,176763,96302,89358,6242,393,3155,N,0,-79.42977,43.71801
4795,ROBO SUSHI,Joetta Daugherty,"865 YORK MILLS RD, Unit-9",9246299384,2138917538,gblmoj@fgmwsro.tne,LfbZq5VecWeAz @ oca .com,11-20 years,N,Lease,12,10,44,124,46,86,Y,Y,N,N,Greek,Y,Average,266516,70772,230683,7361,3751,6371,Y,3,-79.34959,43.75431
4796,ROBOT BOIL HOUSE,Kum Auer,895 YONGE ST,8918946579,6515614253,ufg@ksgrocueh.fim,saQORQD8frEKK @ jxv .com,Over 20 years,Y,Own,23,15,23,145,3,72,Y,N,Y,N,Greek,Y,Average,261845,87885,238981,11080,3785,10113,Y,3,-79.38823,43.67472
4797,ROCCO'S PIZZA & PASTA,Marquetta Swift,972 THE QUEENSWAY,3765636917,7548427245,oemkys@k.qam,4vMKt3BlFQkzn @ tgs .com,11-20 years,Y,Lease,43,5,11,145,44,59,Y,N,Y,N,American,Y,Low-end,207557,68109,62590,4658,820,1404,N,0,-79.51407,43.624
4798,ROCCO'S PLUM TOMATO,Madge Shields,162 THE QUEENSWAY,3294596249,8597248561,f@keojhsycdv.aqg,VbIY72b4lNq5Y @ kpy .com,1-5 years,N,Own,44,6,12,132,61,56,Y,N,Y,N,Greek,N,Average,511920,96676,84452,21946,8848,3620,N,0,-79.48489,43.63022
4799,ROCK 'N DELI,Berry Romaguera,32 CLOCK TOWER RD,4781942457,8374263621,ufolmsivy@bahtcgzf.yin,xVZvCf4BVYDvj @ kym .com,11-20 years,N,Lease,39,4,39,81,29,95,N,N,Y,N,Others,N,Average,244549,74401,159807,6970,2761,4555,Y,2,-79.34501,43.73425
4800,ROCK'N DELI,Myles Hessel,"2575 ST CLAIR AVE W, Unit-7",7536182536,5791255968,szpulo@uqloijvxr.xfa,GswqhG8jmLYqb @ ubb .com,11-20 years,Y,Own,5,13,17,111,39,67,Y,N,N,N,Italian,N,High-end,507763,103292,318545,22503,2289,14117,Y,2,-79.48891,43.66739
4801,ROCKIT BAR,Tim Daniel,1286A ST CLAIR AVE W,7214375612,9276733159,nrm@zgjamehk.hbi,MQoSnFKab1KJp @ spv .com,Under 1 year,N,Lease,42,5,9,154,6,44,N,Y,Y,N,Others,Y,Low-end,146836,99301,111947,3719,961,2835,N,0,-79.44781,43.67721
4802,ROCKY MOUNTAIN CHOCOLATE FACTORY,Kirstin Mertz,100 KING ST W,1626213579,9833682673,zmuyexgp@ytsqmkpa.bjr,OSJVodwwolM4U @ nye .com,6-10 years,Y,Lease,63,18,8,113,33,96,Y,Y,Y,N,Chinese,Y,High-end,773702,398450,526577,19786,1582,13466,Y,5,-79.38376,43.64873
4803,ROD GUN & BARBERS,Galen Funk,2877 DUNDAS ST W,9521677493,8526716481,ynbluwvsao@usx.jyz,jBy6XvX3Xmpx8 @ ylg .com,1-5 years,Y,"Lease, want to purchase",27,10,16,120,21,91,Y,Y,N,N,Italian,N,Average,220659,70888,72522,5293,2068,1739,N,0,-79.46544,43.66528
4804,RODEO BRAZILIAN CHURRASCARIA,Moses Daugherty,95 DANFORTH AVE,6537292495,1756477186,sovjfz@lzjxf.jmq,NA,1-5 years,Y,Own,54,5,65,125,24,61,N,Y,N,Y,Others,N,High-end,651188,166065,427401,26372,7154,17309,Y,1,-79.35824,43.67615
4805,RODNEY'S OYSTER HOUSE,Emile Durgan,469 KING ST W,9149829628,4183572145,otnbdaykj@fxwyivuqo.ith,4m1tSmgQZlhQ7 @ myy .com,Under 1 year,N,Own,51,9,5,138,35,60,Y,Y,Y,Y,Italian,N,Average,388503,111366,343319,13422,3410,11861,Y,1,-79.3966,43.64505
4806,ROL JUI SEAFOOD RESTAURANT,Jonell Halvorson,472 DUNDAS ST W,6244267169,7848194138,ervjxhkp@qlb.wbk,nCV3rep92UZtW @ wtd .com,Under 1 year,Y,"Lease, want to purchase",24,2,1,126,48,65,Y,Y,Y,N,Vietnamese,N,High-end,607502,12148,13724,21830,10251,493,N,0,-79.39684,43.65331
4807,ROL SAN RESTAURANT,Byron Watsica,323 SPADINA AVE,4124152567,8275267912,hjzscbi@h.esw,idsddeNvPARvC @ bka .com,1-5 years,N,Lease,64,18,9,113,53,88,Y,N,Y,N,Vietnamese,Y,Average,192762,79433,73446,8247,1494,3142,N,0,-79.39841,43.6544
4808,ROLL.COM,Justine Reichel,"5 NORTHTOWN WAY, Unit-10",2154953167,9648299745,wmgyrpdl@vjdf.sfz,ZjIKg2QhUrAku @ wbf .com,11-20 years,Y,Own,48,14,3,160,63,70,Y,N,Y,N,Indian,Y,Low-end,180972,11464,11734,5246,49,340,N,0,-79.41383,43.77512
4809,ROLLSTAR SUSHI,Nadia Rohan,946 YONGE ST,2563521478,5486235849,oh@hbvay.zxj,GKalQrijbqPur @ zzo .com,1-5 years,Y,Lease,47,4,3,125,62,78,N,Y,Y,N,Korean,N,High-end,533185,62272,69754,16080,6527,2103,N,0,-79.3888,43.67467
4810,ROLLTATIOKN,Corliss Douglas,"10 DUNDAS ST E, Bldg-1",5844564869,2341786341,pyivufbd@hyblonu.hwn,EK8BRkn6TuqOC @ jwd .com,1-5 years,N,Lease,27,8,10,129,20,48,Y,Y,Y,N,Chinese,Y,High-end,523984,51547,54890,15093,60,1581,N,0,-79.38069,43.65669
4811,ROLLTATION,Luba Dickens,2291 YONGE ST,9565867162,9371756893,r@zwsimbcqhg.iow,jCS7n71MOoWRt @ mvn .com,Over 20 years,N,Lease,18,8,5,116,11,76,Y,Y,Y,N,Greek,N,Average,327853,72247,74245,13143,6944,2976,N,0,-79.39817,43.70755
4812,ROLLTATION,Michal Roob,758 YONGE ST,6232163647,4579717813,oftgjnds@uwpvr.rad,csWE5SKA4XTuj @ gis .com,Under 1 year,Y,Own,26,19,32,83,29,88,Y,Y,Y,N,Italian,N,Low-end,134293,27161,147596,5927,1542,6515,Y,4,-79.38675,43.6694
4813,ROMEO AND JULIET DOLCE  CAFE,Larry Treutel,2709 YONGE ST,4133818615,1433826258,mlkjyp@k.nju,yl73LkK6HA1Bp @ tki .com,Under 1 year,Y,Lease,10,3,13,100,63,74,Y,Y,Y,N,Mediterranean,N,Average,393516,48795,42391,9709,720,1045,N,0,-79.40014,43.7172
4814,ROMI'S PIZZA AND RISTORANTE,Brock Fisher,3062 BLOOR ST W,9614514128,6711758159,imtjxzoekr@fy.whj,q5tVMzPKwr7fI @ dfj .com,11-20 years,N,Lease,41,2,20,155,69,83,Y,Y,N,N,American,Y,Low-end,274959,122269,151287,8948,1638,4923,Y,1,-79.51341,43.64719
4815,RONIN IZAKAYA,Lupe Wolff,39 BALDWIN ST,6975924186,6846453915,kgycpn@fmrqp.wsy,pfmjPfJCN1cTy @ igy .com,Under 1 year,Y,Lease,35,17,46,162,51,55,N,N,Y,N,Chinese,N,Average,311897,15611,200305,13751,1619,8831,Y,3,-79.39407,43.65588
4816,RONNIE'S LOCAL 069,Kraig Armstrong,69 NASSAU ST,7514266584,9121361593,yrtex@dgy.cjz,kvXmjAOFBaeYi @ bmw .com,1-5 years,Y,"Lease, want to purchase",33,6,19,125,18,49,Y,N,Y,N,Japanese,Y,Low-end,271580,39335,43526,8884,912,1423,N,0,-79.40269,43.65508
4817,RONTO'S,Flavia Muller,772 COLLEGE ST,5647394639,7266244192,rlcib@xgzuqtmjb.xge,P2iz4KxMlbyXG @ gnu .com,1-5 years,N,Own,19,5,8,98,33,95,Y,Y,Y,Y,Mexican,N,Average,229742,25967,24374,7956,1978,844,N,0,-79.42054,43.65507
4818,ROOSTER COFFEE,Mickey Abshire,333 KING ST E,2878975127,3493521564,ipqthums@qzix.kft,JCrQeow5ZzJkn @ yqw .com,6-10 years,N,Own,36,17,11,126,64,97,Y,Y,Y,N,Chinese,N,Average,409575,10886,9487,15703,2817,363,N,0,-79.36573,43.65142
4819,ROOSTER COFFEE,Ranae Hackett,568 JARVIS ST,6483912341,3847549861,pxyamqi@ywrapn.tsj,q7nDad48XiWFB @ niu .com,6-10 years,N,Lease,29,19,8,155,41,47,Y,Y,Y,N,Greek,N,Average,291950,83987,119242,6222,612,2541,Y,3,-79.38002,43.66961
4820,RORSCHACH BREWING CO.,Gregorio DuBuque,1001 EASTERN AVE,5831738194,3615923856,nwt@dcwyntbq.flr,hlgGe5MViThP8 @ lxo .com,1-5 years,Y,Lease,67,10,10,104,15,94,Y,N,N,N,Mexican,Y,Low-end,231857,86461,95338,5394,1934,2218,N,0,-79.31992,43.66349
4821,ROSA BRANCA CAFE,Rodrigo Crooks,816 COLLEGE ST,3745175248,6474987816,talfo@ftcy.fzk,1jcJdKjvdRRI0 @ wmv .com,6-10 years,N,Lease,14,3,19,92,33,90,Y,N,Y,Y,Mediterranean,N,High-end,666371,130951,128631,29460,15800,5686,N,0,-79.422,43.65455
4822,ROSA CHILENA RESTAURANT,Troy Grimes,760 WILSON AVE,8531628239,8176942685,orsnugat@kxmr.jhx,RdascjVQwXbXI @ gdm .com,Over 20 years,Y,"Lease, want to purchase",58,6,66,167,43,49,Y,Y,Y,N,Vietnamese,N,Low-end,274993,155929,146505,11944,1204,6363,Y,3,-79.46456,43.73142
4823,ROSA'S PASTA EXPRESS,Delma Muller,271 OLD KINGSTON RD,9234959728,2473673298,bglkxyie@g.qmh,QEGgwDgVHRdFG @ zun .com,Under 1 year,Y,Lease,19,8,6,137,55,45,Y,N,Y,N,Mediterranean,N,Average,215229,33905,37092,6437,2213,1109,N,0,-79.17229,43.78205
4824,ROSALINDA,Frances Romaguera,133 RICHMOND ST W,8711754376,5783676395,iptxknu@ygpxvhnf.kuo,PAZmrvtFtqbyY @ omd .com,6-10 years,N,Lease,10,1,2,111,25,52,Y,N,Y,N,Mexican,Y,Low-end,253757,80934,71770,9876,894,2793,N,0,-79.38483,43.65044
4825,ROSEMARY AND THYME RESTAURANT,Shirley Hermiston,2798 VICTORIA PARK AVE,6489384835,3452617258,gylduf@bwqoxlnzu.pcu,b02F0fChrYhGt @ zpm .com,11-20 years,N,Lease,15,13,29,83,36,80,Y,Y,Y,Y,Thai,N,High-end,747568,169560,431056,24523,7279,14140,Y,5,-79.32944,43.78812
